timestamp_utc,yield_pct,source
2026-07-21T00:00:00Z,3.897,CNBC
2026-07-21T00:01:00Z,3.896,CNBC
2026-07-21T00:02:00Z,3.895,CNBC
2026-07-21T00:03:00Z,3.893,CNBC
2026-07-21T00:04:00Z,3.892,CNBC
2026-07-21T00:05:00Z,3.898,CNBC
2026-07-21T00:06:00Z,3.899,CNBC
2026-07-21T00:08:00Z,3.898,CNBC
2026-07-21T00:09:00Z,3.898,CNBC
2026-07-21T00:10:00Z,3.896,CNBC
2026-07-21T00:11:00Z,3.896,CNBC
2026-07-21T00:13:00Z,3.893,CNBC
2026-07-21T00:14:00Z,3.892,CNBC
2026-07-21T00:15:00Z,3.892,CNBC
2026-07-21T00:16:00Z,3.892,CNBC
2026-07-21T00:17:00Z,3.894,CNBC
2026-07-21T00:18:00Z,3.893,CNBC
2026-07-21T00:19:00Z,3.894,CNBC
2026-07-21T00:20:00Z,3.892,CNBC
2026-07-21T00:21:00Z,3.894,CNBC
2026-07-21T00:22:00Z,3.894,CNBC
2026-07-21T00:23:00Z,3.895,CNBC
2026-07-21T00:26:00Z,3.894,CNBC
2026-07-21T00:27:00Z,3.895,CNBC
2026-07-21T00:28:00Z,3.895,CNBC
2026-07-21T00:29:00Z,3.895,CNBC
2026-07-21T00:30:00Z,3.894,CNBC
2026-07-21T00:31:00Z,3.892,CNBC
2026-07-21T00:32:00Z,3.897,CNBC
2026-07-21T00:34:00Z,3.897,CNBC
2026-07-21T00:35:00Z,3.897,CNBC
2026-07-21T00:36:00Z,3.897,CNBC
2026-07-21T00:37:00Z,3.897,CNBC
2026-07-21T00:40:00Z,3.895,CNBC
2026-07-21T00:41:00Z,3.894,CNBC
2026-07-21T00:43:00Z,3.892,CNBC
2026-07-21T00:45:00Z,3.891,CNBC
2026-07-21T00:46:00Z,3.889,CNBC
2026-07-21T00:47:00Z,3.889,CNBC
2026-07-21T00:48:00Z,3.893,CNBC
2026-07-21T00:49:00Z,3.893,CNBC
2026-07-21T00:50:00Z,3.893,CNBC
2026-07-21T00:51:00Z,3.895,CNBC
2026-07-21T00:54:00Z,3.895,CNBC
2026-07-21T00:55:00Z,3.896,CNBC
2026-07-21T00:56:00Z,3.896,CNBC
2026-07-21T00:58:00Z,3.895,CNBC
2026-07-21T00:59:00Z,3.897,CNBC
2026-07-21T01:00:00Z,3.896,CNBC
2026-07-21T01:01:00Z,3.894,CNBC
2026-07-21T01:02:00Z,3.896,CNBC
2026-07-21T01:04:00Z,3.894,CNBC
2026-07-21T01:05:00Z,3.894,CNBC
2026-07-21T01:10:00Z,3.894,CNBC
2026-07-21T01:11:00Z,3.893,CNBC
2026-07-21T01:12:00Z,3.892,CNBC
2026-07-21T01:13:00Z,3.892,CNBC
2026-07-21T01:14:00Z,3.893,CNBC
2026-07-21T01:16:00Z,3.892,CNBC
2026-07-21T01:17:00Z,3.892,CNBC
2026-07-21T01:18:00Z,3.892,CNBC
2026-07-21T01:19:00Z,3.892,CNBC
2026-07-21T01:20:00Z,3.893,CNBC
2026-07-21T01:21:00Z,3.894,CNBC
2026-07-21T01:22:00Z,3.894,CNBC
2026-07-21T01:24:00Z,3.893,CNBC
2026-07-21T01:25:00Z,3.893,CNBC
2026-07-21T01:26:00Z,3.893,CNBC
2026-07-21T01:27:00Z,3.893,CNBC
2026-07-21T01:28:00Z,3.894,CNBC
2026-07-21T01:31:00Z,3.894,CNBC
2026-07-21T01:32:00Z,3.893,CNBC
2026-07-21T01:33:00Z,3.894,CNBC
2026-07-21T01:36:00Z,3.894,CNBC
2026-07-21T01:37:00Z,3.894,CNBC
2026-07-21T01:38:00Z,3.898,CNBC
2026-07-21T01:39:00Z,3.898,CNBC
2026-07-21T01:40:00Z,3.898,CNBC
2026-07-21T01:41:00Z,3.898,CNBC
2026-07-21T01:42:00Z,3.898,CNBC
2026-07-21T01:43:00Z,3.895,CNBC
2026-07-21T01:45:00Z,3.895,CNBC
2026-07-21T01:46:00Z,3.895,CNBC
2026-07-21T01:47:00Z,3.894,CNBC
2026-07-21T01:48:00Z,3.895,CNBC
2026-07-21T01:49:00Z,3.894,CNBC
2026-07-21T01:50:00Z,3.891,CNBC
2026-07-21T01:51:00Z,3.891,CNBC
2026-07-21T01:52:00Z,3.891,CNBC
2026-07-21T01:54:00Z,3.891,CNBC
2026-07-21T01:55:00Z,3.893,CNBC
2026-07-21T01:56:00Z,3.892,CNBC
2026-07-21T01:57:00Z,3.893,CNBC
2026-07-21T01:59:00Z,3.894,CNBC
2026-07-21T02:00:00Z,3.895,CNBC
2026-07-21T02:01:00Z,3.896,CNBC
2026-07-21T03:30:00Z,3.898,CNBC
2026-07-21T03:31:00Z,3.899,CNBC
2026-07-21T03:35:00Z,3.897,CNBC
2026-07-21T03:36:00Z,3.899,CNBC
2026-07-21T03:37:00Z,3.899,CNBC
2026-07-21T03:38:00Z,3.898,CNBC
2026-07-21T03:40:00Z,3.899,CNBC
2026-07-21T03:47:00Z,3.899,CNBC
